書名,特集タイトル,URL
ユリイカ2013年7月臨時増刊号,総特集＝岡村靖幸,https://www.seidosha.co.jp/book/index.php?id=2234&status=published
ユリイカ2013年6月号,特集＝山口昌男,https://www.seidosha.co.jp/book/index.php?id=2233&status=published
ユリイカ2013年5月号,特集＝鬼束ちひろ,https://www.seidosha.co.jp/book/index.php?id=2232&status=published
ユリイカ2013年4月号,特集＝荻原規子,https://www.seidosha.co.jp/book/index.php?id=2231&status=published
ユリイカ2013年3月号,特集＝グスタフ・クリムト,https://www.seidosha.co.jp/book/index.php?id=2230&status=published
ユリイカ2013年3月臨時増刊号,総特集＝世界マンガ大系,https://www.seidosha.co.jp/book/index.php?id=2229&status=published
ユリイカ2013年2月号,特集＝ゾンビ,https://www.seidosha.co.jp/book/index.php?id=2228&status=published
ユリイカ2013年1月号,特集＝この小劇場を観よ！２０１３,https://www.seidosha.co.jp/book/index.php?id=2227&status=published
ユリイカ2013年1月臨時増刊号,総特集＝百人一首,https://www.seidosha.co.jp/book/index.php?id=2226&status=published
ユリイカ2014年12月号,特集＝百合文化の現在,https://www.seidosha.co.jp/book/index.php?id=2225&status=published
ユリイカ2014年11月号,特集＝森博嗣,https://www.seidosha.co.jp/book/index.php?id=2224&status=published
ユリイカ2014年10月号,特集＝ラース・フォン・トリアー,https://www.seidosha.co.jp/book/index.php?id=2223&status=published
ユリイカ2014年9月号,特集＝サド,https://www.seidosha.co.jp/book/index.php?id=2222&status=published
ユリイカ2014年9月臨時増刊号,総特集＝イケメン・スタディーズ,https://www.seidosha.co.jp/book/index.php?id=2220&status=published
ユリイカ2014年8月号,特集＝ムーミンとトーベ・ヤンソン,https://www.seidosha.co.jp/book/index.php?id=2221&status=published
ユリイカ2014年8月臨時増刊号,総特集＝シャーロック・ホームズ,https://www.seidosha.co.jp/book/index.php?id=2219&status=published
ユリイカ2014年7月号,特集＝ガルシア＝マルケス,https://www.seidosha.co.jp/book/index.php?id=2218&status=published
ユリイカ2014年6月号,特集＝ウェス・アンダーソン,https://www.seidosha.co.jp/book/index.php?id=2217&status=published
ユリイカ2014年6月臨時増刊号,総特集＝吉野弘の世界,https://www.seidosha.co.jp/book/index.php?id=2216&status=published
ユリイカ2014年5月号,特集＝マーベル映画,https://www.seidosha.co.jp/book/index.php?id=2215&status=published
ユリイカ2014年4月号,特集＝バルテュス,https://www.seidosha.co.jp/book/index.php?id=2214&status=published
ユリイカ2014年3月号,特集＝週刊少年サンデーの時代,https://www.seidosha.co.jp/book/index.php?id=2213&status=published
ユリイカ2014年2月号,特集＝堤清二／辻井喬,https://www.seidosha.co.jp/book/index.php?id=2212&status=published
ユリイカ2014年1月号,特集＝ルー・リード,https://www.seidosha.co.jp/book/index.php?id=2211&status=published
ユリイカ2015年12月号,特集＝ミヒャエル・エンデ,https://www.seidosha.co.jp/book/index.php?id=2210&status=published
ユリイカ2015年11月号,特集＝梶浦由記,https://www.seidosha.co.jp/book/index.php?id=2209&status=published
ユリイカ2015年10月号,特集＝マンガ実写映画の世界,https://www.seidosha.co.jp/book/index.php?id=2208&status=published
ユリイカ2015年10月臨時増刊号,総特集＝KERA/ケラリーノ・サンドロヴィッチ,https://www.seidosha.co.jp/book/index.php?id=2207&status=published
ユリイカ2015年9月号,特集＝男の娘,https://www.seidosha.co.jp/book/index.php?id=2206&status=published
ユリイカ2015年9月臨時増刊号,総特集＝細田守の世界,https://www.seidosha.co.jp/book/index.php?id=2205&status=published
ユリイカ2015年8月号,特集＝江戸川乱歩,https://www.seidosha.co.jp/book/index.php?id=2204&status=published
ユリイカ2015年7月号,特集＝七尾旅人,https://www.seidosha.co.jp/book/index.php?id=2203&status=published
ユリイカ2015年7月臨時増刊号,総特集＝金子國義の世界,https://www.seidosha.co.jp/book/index.php?id=2202&status=published
ユリイカ2015年6月号,特集＝桂米朝,https://www.seidosha.co.jp/book/index.php?id=2201&status=published
ユリイカ2015年5月号,特集＝ポール・トーマス・アンダーソン,https://www.seidosha.co.jp/book/index.php?id=2200&status=published
ユリイカ2015年4月号,特集＝高峰秀子,https://www.seidosha.co.jp/book/index.php?id=2199&status=published
ユリイカ2015年4月臨時増刊号,総特集＝2・5次元,https://www.seidosha.co.jp/book/index.php?id=2198&status=published
ユリイカ2015年3月号,特集＝クラムボン,https://www.seidosha.co.jp/book/index.php?id=2197&status=published
ユリイカ2015年3月臨時増刊号,総特集＝150年目の『不思議の国のアリス』,https://www.seidosha.co.jp/book/index.php?id=2196&status=published
ユリイカ2015年2月号,特集＝俳優・高倉健,https://www.seidosha.co.jp/book/index.php?id=2195&status=published
ユリイカ2015年1月号,特集＝ゴダール2015,https://www.seidosha.co.jp/book/index.php?id=2194&status=published
ユリイカ2015年1月臨時増刊号,総特集＝岩明均,https://www.seidosha.co.jp/book/index.php?id=2193&status=published
ユリイカ2017年1月号,特集＝アメリカ文化を読む,https://www.seidosha.co.jp/book/index.php?id=3004&status=published
ユリイカ2017年1月臨時増刊号,総特集＝みうらじゅん,https://www.seidosha.co.jp/book/index.php?id=2997&status=published
ユリイカ2016年12月号,特集＝『ファンタスティック・ビースト』と『ハリー・ポッター』の世界,https://www.seidosha.co.jp/book/index.php?id=2995&status=published
ユリイカ2016年12月臨時増刊号,総特集Ω『シン・ゴジラ』とはなにか,https://www.seidosha.co.jp/book/index.php?id=2987&status=published
ユリイカ2016年11月号,特集＝こうの史代,https://www.seidosha.co.jp/book/index.php?id=2985&status=published
ユリイカ2016年11月臨時増刊号,総特集＝赤塚不二夫,https://www.seidosha.co.jp/book/index.php?id=2977&status=published
ユリイカ2016年10月号,特集＝永六輔,https://www.seidosha.co.jp/book/index.php?id=2975&status=published
ユリイカ2016年9月号,特集＝新海誠,https://www.seidosha.co.jp/book/index.php?id=2965&status=published
ユリイカ2016年9月臨時増刊号,総特集＝アイドルアニメ,https://www.seidosha.co.jp/book/index.php?id=2963&status=published
ユリイカ2016年8月号,特集＝あたらしい短歌、ここにあります,https://www.seidosha.co.jp/book/index.php?id=2962&status=published
ユリイカ2016年8月臨時増刊号,総特集＝ダダ・シュルレアリスムの21世紀,https://www.seidosha.co.jp/book/index.php?id=2951&status=published
ユリイカ2016年7月号,特集＝ニッポンの妖怪文化,https://www.seidosha.co.jp/book/index.php?id=2932&status=published
ユリイカ2016年6月号,特集＝日本語ラップ,https://www.seidosha.co.jp/book/index.php?id=2924&status=published
ユリイカ2016年5月号,特集＝石原慎太郎,https://www.seidosha.co.jp/book/index.php?id=2911&status=published
ユリイカ2016年4月号,特集＝デヴィッド・ボウイ,https://www.seidosha.co.jp/book/index.php?id=2192&status=published
ユリイカ2016年3月号,特集＝古屋兎丸,https://www.seidosha.co.jp/book/index.php?id=2191&status=published
ユリイカ2016年3月臨時増刊号,総特集＝出版の未来,https://www.seidosha.co.jp/book/index.php?id=2190&status=published
ユリイカ2016年2月号,特集＝原節子と〈昭和〉の風景,https://www.seidosha.co.jp/book/index.php?id=2189&status=published
ユリイカ2016年2月臨時増刊号,総特集＝江口寿史,https://www.seidosha.co.jp/book/index.php?id=2188&status=published
ユリイカ2016年1月臨時増刊号,総特集＝春画 SHUNGA,https://www.seidosha.co.jp/book/index.php?id=2186&status=published
ユリイカ2016年1月号,特集＝『スターウォーズ』と映画の未来,https://www.seidosha.co.jp/book/index.php?id=2187&status=published
ユリイカ2016年1月臨時増刊号,総特集＝坂口恭平,https://www.seidosha.co.jp/book/index.php?id=2185&status=published
ユリイカ2016年1月臨時増刊号,総特集＝エリック・サティの世界,https://www.seidosha.co.jp/book/index.php?id=2184&status=published
ユリイカ2018年1月号,特集＝サニーデイ・サービス,https://www.seidosha.co.jp/book/index.php?id=3113&status=published
ユリイカ2018年1月臨時増刊号,総特集＝遠藤賢司,https://www.seidosha.co.jp/book/index.php?id=3114&status=published
ユリイカ2017年12月号,特集＝カズオ・イシグロの世界,https://www.seidosha.co.jp/book/index.php?id=3105&status=published
ユリイカ2017年11月臨時増刊号,総特集＝志村貴子,https://www.seidosha.co.jp/book/index.php?id=3091&status=published
ユリイカ2017年11月号,特集＝スティーヴン・キング,https://www.seidosha.co.jp/book/index.php?id=3093&status=published
ユリイカ2017年10月号,特集＝大根仁,https://www.seidosha.co.jp/book/index.php?id=3088&status=published
ユリイカ2017年10月臨時増刊号,総特集＝蓮實重彥,https://www.seidosha.co.jp/book/index.php?id=3071&status=published
ユリイカ2017年9月号,特集＝ジム・ジャームッシュ,https://www.seidosha.co.jp/book/index.php?id=3080&status=published
ユリイカ2017年9月臨時増刊号,総特集＝幾原邦彦,https://www.seidosha.co.jp/book/index.php?id=3070&status=published
ユリイカ2017年8月号,特集＝cero,https://www.seidosha.co.jp/book/index.php?id=3069&status=published
ユリイカ2017年8月臨時増刊号,総特集＝奈良美智の世界,https://www.seidosha.co.jp/book/index.php?id=3063&status=published
ユリイカ2017年8月臨時増刊号,総特集＝山田孝之,https://www.seidosha.co.jp/book/index.php?id=3062&status=published
ユリイカ2017年7月号,特集＝加藤一二三,https://www.seidosha.co.jp/book/index.php?id=3060&status=published
ユリイカ2017年7月臨時増刊号,総特集＝大岡信の世界,https://www.seidosha.co.jp/book/index.php?id=3051&status=published
ユリイカ2017年6月号,特集＝最果タヒによる最果タヒ,https://www.seidosha.co.jp/book/index.php?id=3044&status=published
ユリイカ2017年5月号,特集＝追悼・鈴木清順,https://www.seidosha.co.jp/book/index.php?id=3039&status=published
ユリイカ2017年4月号,特集＝大森靖子,https://www.seidosha.co.jp/book/index.php?id=3027&status=published
ユリイカ2017年4月臨時増刊号,総特集＝縄文 JOMON,https://www.seidosha.co.jp/book/index.php?id=3019&status=published
ユリイカ2017年3月号,特集＝草間彌生,https://www.seidosha.co.jp/book/index.php?id=3017&status=published
ユリイカ2017年3月臨時増刊号,総特集☆東村アキコ,https://www.seidosha.co.jp/book/index.php?id=3011&status=published
ユリイカ2017年2月号,特集＝ソーシャルゲームの現在,https://www.seidosha.co.jp/book/index.php?id=3009&status=published
ユリイカ2017年2月臨時増刊号,総特集＝矢野顕子,https://www.seidosha.co.jp/book/index.php?id=3006&status=published
ユリイカ2019年1月号,特集＝阿川佐和子,https://www.seidosha.co.jp/book/index.php?id=3249&status=published
ユリイカ2018年12月号,特集＝雲田はるこ,https://www.seidosha.co.jp/book/index.php?id=3236&status=published
ユリイカ2018年11月号,特集＝K-POPスタディーズ,https://www.seidosha.co.jp/book/index.php?id=3226&status=published
ユリイカ2018年10月号,特集＝図鑑の世界,https://www.seidosha.co.jp/book/index.php?id=3210&status=published
ユリイカ2018年9月臨時増刊号,総特集＝山本直樹,https://www.seidosha.co.jp/book/index.php?id=3195&status=published
ユリイカ2018年9月号,特集＝濱口竜介,https://www.seidosha.co.jp/book/index.php?id=3201&status=published
ユリイカ2018年8月号,特集＝ケンドリック・ラマー,https://www.seidosha.co.jp/book/index.php?id=3186&status=published
ユリイカ2018年7月臨時増刊号,総特集＝高畑勲の世界,https://www.seidosha.co.jp/book/index.php?id=3183&status=published
ユリイカ2018年7月号,特集＝バーチャルYouTuber,https://www.seidosha.co.jp/book/index.php?id=3182&status=published
ユリイカ2018年6月臨時増刊号,総特集＝〈決定版〉ウェス・アンダーソンの世界,https://www.seidosha.co.jp/book/index.php?id=3173&status=published
ユリイカ2018年6月号,特集＝『バーフバリ』の世界,https://www.seidosha.co.jp/book/index.php?id=3172&status=published
ユリイカ2018年5月号,特集＝アーシュラ・K・ル=グウィンの世界,https://www.seidosha.co.jp/book/index.php?id=3161&status=published
ユリイカ2018年4月号,特集＝押切蓮介,https://www.seidosha.co.jp/book/index.php?id=3150&status=published
ユリイカ2018年3月号,特集＝ソフィア・コッポラ,https://www.seidosha.co.jp/book/index.php?id=3143&status=published
ユリイカ2018年3月臨時増刊号,総特集＝岡田麿里,https://www.seidosha.co.jp/book/index.php?id=3144&status=published
ユリイカ2018年2月号,特集＝クトゥルー神話の世界,https://www.seidosha.co.jp/book/index.php?id=3127&status=published
ユリイカ2020年1月号,特集＝和田誠,https://www.seidosha.co.jp/book/index.php?id=3375&status=published
ユリイカ2019年12月号,特集＝Vaporwave,https://www.seidosha.co.jp/book/index.php?id=3364&status=published
ユリイカ2019年12月臨時増刊号,総特集＝装幀者・菊地信義,https://www.seidosha.co.jp/book/index.php?id=3361&status=published
ユリイカ2019年11月号,特集＝ビリー・アイリッシュ,https://www.seidosha.co.jp/book/index.php?id=3359&status=published
ユリイカ2019年11月臨時増刊号,総特集＝日本の男性アイドル,https://www.seidosha.co.jp/book/index.php?id=3352&status=published
ユリイカ2019年10月号,特集＝トニ・モリスン,https://www.seidosha.co.jp/book/index.php?id=3347&status=published
ユリイカ2019年9月号,特集＝クエンティン・タランティーノ,https://www.seidosha.co.jp/book/index.php?id=3342&status=published
ユリイカ2019年9月臨時増刊号,総特集＝遠藤ミチロウ,https://www.seidosha.co.jp/book/index.php?id=3323&status=published
ユリイカ2019年8月臨時増刊号,総特集＝松浦武四郎,https://www.seidosha.co.jp/book/index.php?id=3330&status=published
ユリイカ2019年8月号,特集＝京マチ子,https://www.seidosha.co.jp/book/index.php?id=3326&status=published
ユリイカ2019年7月号,特集＝山戸結希,https://www.seidosha.co.jp/book/index.php?id=3309&status=published
ユリイカ2019年7月臨時増刊号,総特集＝萩原健一,https://www.seidosha.co.jp/book/index.php?id=3304&status=published
ユリイカ2019年6月号,特集＝「三国志」の世界,https://www.seidosha.co.jp/book/index.php?id=3303&status=published
ユリイカ2019年6月臨時増刊号,総特集＝書店の未来,https://www.seidosha.co.jp/book/index.php?id=3302&status=published
ユリイカ2019年5月号,特集＝スパイク・リー,https://www.seidosha.co.jp/book/index.php?id=3296&status=published
ユリイカ2019年5月臨時増刊号,総特集＝橋本治,https://www.seidosha.co.jp/book/index.php?id=3282&status=published
ユリイカ2019年4月号,特集＝上遠野浩平,https://www.seidosha.co.jp/book/index.php?id=3280&status=published
ユリイカ2019年4月臨時増刊号,総特集＝梅原猛,https://www.seidosha.co.jp/book/index.php?id=3279&status=published
ユリイカ2019年3月号,特集＝岩合光昭,https://www.seidosha.co.jp/book/index.php?id=3268&status=published
ユリイカ2019年3月臨時増刊号,総特集☆魔夜峰央,https://www.seidosha.co.jp/book/index.php?id=3270&status=published
ユリイカ2019年2月号,特集＝吉本ばなな,https://www.seidosha.co.jp/book/index.php?id=3261&status=published
ユリイカ2021年1月号,特集＝ぬいぐるみの世界,https://www.seidosha.co.jp/book/index.php?id=3517&status=published
ユリイカ2021年1月臨時増刊号,総特集＝戸田ツトム,https://www.seidosha.co.jp/book/index.php?id=3509&status=published
ユリイカ2020年12月号,特集＝偽書の世界,https://www.seidosha.co.jp/book/index.php?id=3508&status=published
ユリイカ2020年11月号,特集＝西加奈子,https://www.seidosha.co.jp/book/index.php?id=3495&status=published
ユリイカ2020年10月号,特集＝ペドロ・コスタ,https://www.seidosha.co.jp/book/index.php?id=3485&status=published
ユリイカ2020年10月臨時増刊号,総特集＝別役実の世界,https://www.seidosha.co.jp/book/index.php?id=3473&status=published
ユリイカ2020年9月号,特集＝女オタクの現在,https://www.seidosha.co.jp/book/index.php?id=3472&status=published
ユリイカ2020年9月臨時増刊号,総特集＝大林宣彦,https://www.seidosha.co.jp/book/index.php?id=3459&status=published
ユリイカ2020年8月号,特集＝今 敏の世界,https://www.seidosha.co.jp/book/index.php?id=3457&status=published
ユリイカ2020年7月号,特集＝クイズの世界,https://www.seidosha.co.jp/book/index.php?id=3441&status=published
ユリイカ2020年6月号,特集＝地図の世界,https://www.seidosha.co.jp/book/index.php?id=3437&status=published
ユリイカ2020年5月号,特集＝韓国映画の最前線,https://www.seidosha.co.jp/book/index.php?id=3417&status=published
ユリイカ2020年5月臨時増刊号,総特集＝坪内祐三,https://www.seidosha.co.jp/book/index.php?id=3412&status=published
ユリイカ2020年4月号,特集＝グザヴィエ・ドラン,https://www.seidosha.co.jp/book/index.php?id=3409&status=published
ユリイカ2020年3月号,特集＝青葉市子,https://www.seidosha.co.jp/book/index.php?id=3398&status=published
ユリイカ2020年2月号,特集＝書体の世界,https://www.seidosha.co.jp/book/index.php?id=3392&status=published
ユリイカ2022年1月号,特集＝柳家小三治,https://www.seidosha.co.jp/book/index.php?id=3643&status=published
ユリイカ2021年12月号,特集＝フレデリック・ワイズマン,https://www.seidosha.co.jp/book/index.php?id=3634&status=published
ユリイカ2021年12月臨時増刊号,総特集＝タロットの世界,https://www.seidosha.co.jp/book/index.php?id=3619&status=published
ユリイカ2021年11月号,特集＝綿矢りさ,https://www.seidosha.co.jp/book/index.php?id=3624&status=published
ユリイカ2021年10月号,特集＝円谷英二,https://www.seidosha.co.jp/book/index.php?id=3613&status=published
ユリイカ2021年10月臨時増刊号,総特集＝須永朝彦,https://www.seidosha.co.jp/book/index.php?id=3603&status=published
ユリイカ2021年9月号,特集＝立花隆,https://www.seidosha.co.jp/book/index.php?id=3602&status=published
ユリイカ2021年8月号,特集＝台湾映画の現在,https://www.seidosha.co.jp/book/index.php?id=3586&status=published
ユリイカ2021年7月号,特集＝ココ・シャネル,https://www.seidosha.co.jp/book/index.php?id=3582&status=published
ユリイカ2021年7月臨時増刊号,総特集＝安野光雅,https://www.seidosha.co.jp/book/index.php?id=3574&status=published
ユリイカ2021年6月号,特集＝レイ・ハラカミ,https://www.seidosha.co.jp/book/index.php?id=3567&status=published
ユリイカ2021年5月号,特集＝アンリ・マティス,https://www.seidosha.co.jp/book/index.php?id=3564&status=published
ユリイカ2021年4月号,特集＝鳥獣戯画の世界,https://www.seidosha.co.jp/book/index.php?id=3556&status=published
ユリイカ2021年3月号,特集＝近藤聡乃,https://www.seidosha.co.jp/book/index.php?id=3544&status=published
ユリイカ2021年2月号,特集＝坂元裕二,https://www.seidosha.co.jp/book/index.php?id=3530&status=published
ユリイカ2023年1月臨時増刊号,総特集＝ジャン＝リュック・ゴダール,https://www.seidosha.co.jp/book/index.php?id=3767&status=published
ユリイカ2023年1月号,特集＝コペルニクス,https://www.seidosha.co.jp/book/index.php?id=3766&status=published
ユリイカ2022年12月号,特集＝三宅唱,https://www.seidosha.co.jp/book/index.php?id=3753&status=published
ユリイカ2022年11月号,特集＝今井哲也,https://www.seidosha.co.jp/book/index.php?id=3741&status=published
ユリイカ2022年10月号,特集＝セリーヌ・シアマ,https://www.seidosha.co.jp/book/index.php?id=3730&status=published
ユリイカ2022年9月号,特集＝Jホラーの現在,https://www.seidosha.co.jp/book/index.php?id=3721&status=published
ユリイカ2022年8月号,特集＝現代語の世界,https://www.seidosha.co.jp/book/index.php?id=3710&status=published
ユリイカ2022年7月号,特集＝スヴェトラーナ・アレクシエーヴィチ,https://www.seidosha.co.jp/book/index.php?id=3703&status=published
ユリイカ2022年7月臨時増刊号,総特集＝湯浅政明,https://www.seidosha.co.jp/book/index.php?id=3692&status=published
ユリイカ2022年6月号,特集＝ゲルハルト・リヒター,https://www.seidosha.co.jp/book/index.php?id=3691&status=published
ユリイカ2022年5月号,特集＝菌類の世界,https://www.seidosha.co.jp/book/index.php?id=3678&status=published
ユリイカ2022年4月号,特集＝hyperpop,https://www.seidosha.co.jp/book/index.php?id=3665&status=published
ユリイカ2022年3月号,特集＝アピチャッポン・ウィーラセタクン,https://www.seidosha.co.jp/book/index.php?id=3662&status=published
ユリイカ2022年3月臨時増刊号,総特集＝瀬戸内寂聴,https://www.seidosha.co.jp/book/index.php?id=3657&status=published
ユリイカ2022年2月号,特集＝田中泯,https://www.seidosha.co.jp/book/index.php?id=3655&status=published
ユリイカ2024年1月号,特集＝panpanya,https://www.seidosha.co.jp/book/index.php?id=3880&status=published
ユリイカ2023年12月号,特集＝長谷川白紙,https://www.seidosha.co.jp/book/index.php?id=3875&status=published
ユリイカ2023年12月臨時増刊号,総特集＝坂本龍一 1952-2023,https://www.seidosha.co.jp/book/index.php?id=3864&status=published
ユリイカ2023年11月号,特集＝金原ひとみ,https://www.seidosha.co.jp/book/index.php?id=3863&status=published
ユリイカ2023年11月臨時増刊号,総特集＝J・R・R・トールキン,https://www.seidosha.co.jp/book/index.php?id=3845&status=published
ユリイカ2023年10月号,特集＝追悼・中島貞夫,https://www.seidosha.co.jp/book/index.php?id=3843&status=published
ユリイカ2023年9月号,特集＝ヤマシタトモコ,https://www.seidosha.co.jp/book/index.php?id=3841&status=published
ユリイカ2023年8月号,特集＝小田久郎と現代詩の時代,https://www.seidosha.co.jp/book/index.php?id=3830&status=published
ユリイカ2023年7月臨時増刊号,総特集＝大江健三郎,https://www.seidosha.co.jp/book/index.php?id=3823&status=published
ユリイカ2023年7月号,特集＝奇書の世界,https://www.seidosha.co.jp/book/index.php?id=3822&status=published
ユリイカ2023年6月号,特集＝A24とアメリカ映画の現在,https://www.seidosha.co.jp/book/index.php?id=3811&status=published
ユリイカ2023年5月号,特集＝〈フィメールラップ〉の現在,https://www.seidosha.co.jp/book/index.php?id=3802&status=published
ユリイカ2023年4月臨時増刊号,総特集＝マヒトゥ・ザ・ピーポー,https://www.seidosha.co.jp/book/index.php?id=3793&status=published
ユリイカ2023年4月号,特集＝牧野富太郎の世界,https://www.seidosha.co.jp/book/index.php?id=3792&status=published
ユリイカ2023年3月号,特集＝パク・チャヌク,https://www.seidosha.co.jp/book/index.php?id=3781&status=published
ユリイカ2023年2月号,特集＝エゴン・シーレ,https://www.seidosha.co.jp/book/index.php?id=3775&status=published
ユリイカ2025年1月臨時増刊号,総特集＝福田和也,https://www.seidosha.co.jp/book/index.php?id=3999&status=published
ユリイカ2025年1月号,特集＝ハン・ガン,https://www.seidosha.co.jp/book/index.php?id=3998&status=published
ユリイカ2024年12月号,特集＝お笑いと批評,https://www.seidosha.co.jp/book/index.php?id=3988&status=published
ユリイカ2024年11月号,特集＝松岡正剛,https://www.seidosha.co.jp/book/index.php?id=3979&status=published
ユリイカ2024年10月号,特集＝いよわ,https://www.seidosha.co.jp/book/index.php?id=3973&status=published
ユリイカ2024年9月号,特集＝石,https://www.seidosha.co.jp/book/index.php?id=3963&status=published
ユリイカ2024年8月号,特集＝ポール・オースター,https://www.seidosha.co.jp/book/index.php?id=3954&status=published
ユリイカ2024年8月臨時増刊号,総特集＝折坂悠太,https://www.seidosha.co.jp/book/index.php?id=3940&status=published
ユリイカ2024年7月号,特集＝幸田文,https://www.seidosha.co.jp/book/index.php?id=3942&status=published
ユリイカ2024年6月号,特集＝わたしたちの散歩,https://www.seidosha.co.jp/book/index.php?id=3931&status=published
ユリイカ2024年5月号,特集＝嶽本野ばら,https://www.seidosha.co.jp/book/index.php?id=3925&status=published
ユリイカ2024年4月号,特集＝山田太一,https://www.seidosha.co.jp/book/index.php?id=3916&status=published
ユリイカ2024年3月号,特集＝柴田聡子,https://www.seidosha.co.jp/book/index.php?id=3908&status=published
ユリイカ2024年3月臨時増刊号,総特集＝92年目の谷川俊太郎,https://www.seidosha.co.jp/book/index.php?id=3901&status=published
ユリイカ2024年2月号,特集＝クレイジーキャッツの時代,https://www.seidosha.co.jp/book/index.php?id=3900&status=published
ユリイカ2026年1月号,特集＝アリ・アスター,https://www.seidosha.co.jp/book/index.php?id=4096&status=published
ユリイカ2025年12月臨時増刊号,総特集＝大貫妙子,https://www.seidosha.co.jp/book/index.php?id=4088&status=published
ユリイカ2025年12月号,特集＝宮崎夏次系,https://www.seidosha.co.jp/book/index.php?id=4087&status=published
ユリイカ2025年11月号,特集＝原口沙輔,https://www.seidosha.co.jp/book/index.php?id=4078&status=published
ユリイカ2025年10月号,特集＝澤村伊智,https://www.seidosha.co.jp/book/index.php?id=4071&status=published
ユリイカ2025年10月臨時増刊号,総特集＝松本隆,https://www.seidosha.co.jp/book/index.php?id=4060&status=published
ユリイカ2025年9月号,特集＝あらゐけいいち,https://www.seidosha.co.jp/book/index.php?id=4054&status=published
ユリイカ2025年8月号,特集＝佐藤雅彦,https://www.seidosha.co.jp/book/index.php?id=4051&status=published
ユリイカ2025年7月臨時増刊号,総特集＝岡﨑乾二郎,https://www.seidosha.co.jp/book/index.php?id=4044&status=published
ユリイカ2025年7月号,特集＝成瀬巳喜男,https://www.seidosha.co.jp/book/index.php?id=4043&status=published
ユリイカ2025年6月号,特集＝カレー沢薫,https://www.seidosha.co.jp/book/index.php?id=4032&status=published
ユリイカ2025年5月号,特集＝ゆっきゅん,https://www.seidosha.co.jp/book/index.php?id=4025&status=published
ユリイカ2025年4月号,特集＝デヴィッド・リンチ,https://www.seidosha.co.jp/book/index.php?id=4016&status=published
ユリイカ2025年3月号,特集＝自炊,https://www.seidosha.co.jp/book/index.php?id=4008&status=published
ユリイカ2025年2月号,特集＝ペドロ・アルモドバル,https://www.seidosha.co.jp/book/index.php?id=4003&status=published
ユリイカ2026年6月臨時増刊号,総特集＝中上健次,https://www.seidosha.co.jp/book/index.php?id=4125&status=published
ユリイカ2026年5月号,特集＝魚喃キリコ（仮）,https://www.seidosha.co.jp/book/index.php?id=4124&status=published
ユリイカ2026年4月号,特集＝M・K・チュルリョーニス,https://www.seidosha.co.jp/book/index.php?id=4111&status=published
ユリイカ2026年3月号,特集＝眠い,https://www.seidosha.co.jp/book/index.php?id=4109&status=published
ユリイカ2026年2月号,特集＝大前粟生,https://www.seidosha.co.jp/book/index.php?id=4102&status=published
